date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,tavg,wdir,wspd,pres
10-20,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12.227272727272727,155.3030303030303,9.086111111111112,1022.3897435897435
10-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,13.061904761904762,167.02702702702703,11.123684210526315,1021.1052631578947
10-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13.556818181818182,156.88571428571427,6.958974358974358,1020.3552631578947
10-23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12.953488372093023,207.45454545454547,7.47948717948718,1020.7538461538462
10-24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,12.590909090909092,193.47222222222223,9.7825,1019.8575000000001
10-25,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.172093023255814,190.36111111111111,9.841025641025642,1021.0666666666666
10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.418181818181818,127.82857142857142,8.223076923076922,1020.9179487179487
10-27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.668888888888889,162.10526315789474,8.414285714285715,1020.8428571428572
10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.786666666666665,176.57142857142858,8.268292682926829,1021.5631578947368
10-29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.088888888888889,168.52777777777777,9.23,1019.3631578947369
10-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.635555555555555,208.0857142857143,10.7875,1021.474358974359
10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9.97111111111111,177.0,8.265,1023.4736842105264
11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,10.344444444444445,149.33333333333334,9.094871794871795,1021.7026315789473
11-02,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,11.862222222222222,164.05714285714285,12.3825,1017.5621621621623
11-03,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12.581818181818182,175.94117647058823,9.802564102564103,1017.5157894736842
02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125,226.52941176470588,11.052631578947368,1015.6108108108108
02-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.931818181818182,247.48387096774192,11.327027027027027,1017.5305555555556
02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.597619047619047,206.1,11.508333333333333,1020.2060606060606
02-07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.155813953488372,194.22857142857143,16.13421052631579,1015.7571428571429
02-10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.568181818181818,144.22222222222223,12.11578947368421,1015.4459459459459
02-11,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.452272727272727,215.90322580645162,12.00810810810811,1014.064864864865
02-12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2888888888888888,249.58823529411765,12.28,1023.5147058823529
02-17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.664444444444444,168.2258064516129,9.239473684210527,1021.8513513513514
02-18,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.952272727272727,239.23529411764707,10.218421052631578,1021.3888888888889
02-19,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.454761904761905,167.41379310344828,9.602857142857143,1020.9454545454545
02-20,0,5,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.690697674418605,210.96428571428572,9.563636363636364,1022.3382352941177
02-21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.490909090909091,185.5483870967742,9.860526315789473,1020.6657142857143
02-22,0,10,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,230.06060606060606,11.1525,1020.546153846154
02-23,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7555555555555555,189.06060606060606,10.299999999999999,1023.2717948717948
02-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7155555555555555,220.3030303030303,9.807692307692308,1024.386842105263
02-25,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.433333333333334,202.77142857142857,9.927499999999998,1022.8794871794872
02-26,0,42,0,0,0,0,0,0,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.004545454545454,168.3030303030303,9.719444444444443,1018.9027027027028
02-27,0,51,0,0,14,0,0,0,0,47,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4.308888888888889,203.54545454545453,10.792105263157895,1018.5459459459458
02-28,0,30,0,0,13,0,3,0,0,40,44,0,3,0,0,1,0,0,0,5,0,0,0,0,3,0,4.431111111111111,212.0857142857143,12.526315789473685,1020.6388888888889
03-01,0,176,0,0,102,0,12,0,0,114,250,0,3,0,0,0,0,0,0,12,0,0,0,0,21,0,5.348888888888888,222.80555555555554,10.8375,1019.2605263157895
03-02,0,27,0,0,1,0,1,0,0,21,147,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,6.0227272727272725,245.8181818181818,10.917948717948718,1017.1264705882354
03-03,0,11,0,0,3,0,0,0,0,3,7,0,1,0,0,0,0,0,0,9,0,0,0,0,3,0,7.131818181818182,211.96969696969697,9.386842105263158,1014.9882352941177
03-04,0,17,0,0,8,0,2,0,0,50,45,0,3,0,0,0,0,0,0,14,0,0,2,0,3,0,6.854545454545455,229.5,11.194871794871796,1012.5294117647059
03-05,2,9,0,0,0,0,2,0,0,5,271,0,29,0,0,0,0,0,0,33,0,0,7,0,10,0,7.319999999999999,184.86111111111111,11.102500000000001,1013.1128205128206
03-06,0,5,0,0,1,0,2,0,0,6,13,0,10,0,0,0,0,0,0,8,0,0,2,0,10,0,6.746666666666667,156.56756756756758,13.867500000000001,1012.6674999999999
03-07,0,37,0,0,11,0,5,0,0,65,33,0,31,0,0,1,0,0,0,23,0,0,3,0,25,0,7.5,196.36111111111111,10.655,1012.8799999999999
03-08,0,10,0,0,41,0,6,0,0,14,50,0,16,0,0,0,0,0,0,49,0,0,71,0,37,0,6.757777777777778,266.15625,9.09736842105263,1016.1131578947369
03-09,0,2,0,0,14,0,3,0,0,2,73,0,29,0,0,0,0,0,0,92,0,0,132,0,40,0,6.346666666666668,206.5,7.864102564102564,1018.5378378378379
03-10,1,22,0,0,135,0,15,0,0,12,127,0,20,0,0,0,0,0,0,50,0,0,131,0,51,0,6.988888888888889,209.875,9.771052631578948,1017.2722222222224
03-11,0,4,0,0,0,0,2,0,0,1,56,0,1,0,0,0,0,0,0,9,0,0,33,0,11,0,6.765909090909091,226.65625,10.597297297297297,1019.2054054054054
03-12,0,0,0,0,0,0,1,0,0,2,12,0,2,0,0,0,0,0,0,21,0,0,10,0,4,0,7.766666666666667,187.23333333333332,11.125,1018.4649999999999
03-13,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,8,0,0,5,0,9,0,7.479545454545455,180.05882352941177,8.48974358974359,1017.5447368421052
03-14,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,7,0,0,3,0,4,0,7.779545454545455,189.45714285714286,9.3475,1018.3102564102563
03-15,0,0,0,0,0,0,1,0,0,3,36,0,12,0,0,0,0,0,0,74,0,0,34,0,24,0,6.804444444444444,177.1818181818182,9.484615384615385,1017.6081081081081
03-16,0,5,0,0,0,0,0,0,0,13,23,0,5,0,0,0,0,0,0,47,0,0,18,0,22,0,8.336363636363636,195.86486486486487,14.1725,1017.1342105263158
03-17,0,2,0,0,0,0,4,0,0,29,4,0,1,0,0,0,0,0,0,8,0,0,9,0,13,0,8.751111111111111,192.7058823529412,12.06578947368421,1017.5378378378379
03-18,0,4,0,0,0,0,8,0,0,23,16,0,17,0,0,0,0,0,0,46,5,0,19,0,21,0,7.464444444444444,197.53125,10.286842105263156,1018.9868421052631
03-19,0,2,0,0,1,0,2,0,0,4,29,6,3,1,0,0,0,0,0,62,5,0,30,0,13,0,5.968181818181819,197.90625,8.98918918918919,1021.5742857142857
03-20,0,1,0,0,0,0,0,0,0,2,8,4,2,0,0,0,0,0,0,15,1,0,12,0,7,0,6.406666666666667,158.15151515151516,8.225641025641027,1023.0589743589744
03-21,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,41,2,0,11,0,1,0,7.215909090909091,226.63333333333333,8.186486486486485,1020.3472222222222
03-22,0,0,0,0,1,0,0,0,0,1,14,2,6,0,0,0,0,0,0,29,18,0,16,0,6,0,6.442222222222222,246.6451612903226,11.508333333333333,1021.8657142857144
03-23,0,1,0,0,1,0,0,0,0,1,71,3,9,0,0,0,0,0,0,24,38,0,63,0,17,0,6.4837209302325585,231.13793103448276,10.863636363636363,1021.1909090909091
03-24,0,1,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,17,11,0,60,0,8,0,6.968888888888889,200.16666666666666,10.333333333333334,1016.7777777777778
03-25,0,1,0,0,45,0,3,0,0,7,25,0,0,0,0,0,0,2,0,12,13,0,38,0,5,0,6.885,249.92307692307693,10.628125,1021.8586206896553
03-26,0,3,0,0,5,0,0,0,0,0,12,3,1,0,0,0,0,1,0,10,4,0,4,0,0,0,7.330232558139534,186.6,9.719999999999999,1021.3235294117648
03-27,0,1,0,0,6,0,2,0,0,1,12,0,1,0,0,0,0,11,0,6,6,0,15,0,1,0,8.17837837837838,160.69565217391303,9.382142857142856,1021.232
03-28,0,1,0,0,2,0,0,0,0,1,1,3,0,0,0,1,0,2,0,4,4,0,8,0,1,0,8.9275,183.8,6.819354838709677,1019.1833333333333
03-29,0,0,0,0,20,0,1,0,0,3,9,1,2,0,0,0,0,4,0,5,9,0,34,0,3,0,10.946341463414635,189.40740740740742,8.23030303030303,1021.05
03-30,0,0,0,0,49,0,2,0,0,5,13,1,1,0,0,0,0,3,0,12,2,0,28,0,1,0,12.055555555555555,202.5,9.76153846153846,1018.3314285714285
03-31,0,0,0,0,103,0,6,0,0,6,34,2,1,0,0,0,0,5,0,21,21,0,32,0,2,0,12.860975609756096,165.33333333333334,12.878787878787879,1014.684375
04-01,0,0,0,0,113,0,3,0,0,4,4,7,2,1,0,1,0,5,0,2,29,0,40,0,4,0,12.18,169.33333333333334,11.010526315789475,1010.8971428571429
04-02,0,0,0,0,64,0,8,0,0,2,2,1,2,1,0,0,0,8,0,2,26,0,52,0,23,0,11.345454545454546,213.59375,11.831578947368422,1013.4055555555556
04-03,0,1,0,0,47,0,10,0,0,0,9,1,4,2,0,1,0,5,0,2,14,0,44,0,32,0,10.747727272727273,203.42424242424244,12.168421052631578,1015.037142857143
04-04,0,4,0,0,206,0,16,0,0,4,21,3,10,0,0,0,0,11,0,4,25,0,69,0,106,0,11.424999999999999,197.8235294117647,11.302564102564103,1016.6028571428571
04-05,0,1,0,0,327,0,10,0,0,0,154,2,0,29,0,0,0,6,0,0,56,0,118,0,235,0,12.744444444444444,174.77142857142857,10.9525,1014.5552631578947
04-06,0,1,0,0,185,0,14,0,0,0,30,1,0,32,3,0,0,10,0,0,71,0,156,0,150,0,12.03111111111111,170.05714285714285,12.823076923076924,1014.2051282051282
04-07,0,0,0,0,93,0,12,0,0,0,36,4,0,32,6,1,0,3,0,0,57,0,176,0,150,0,10.995454545454546,195.46875,10.924324324324324,1013.7594594594594
04-08,0,0,0,0,19,0,2,0,0,0,11,1,1,0,9,0,0,3,0,0,4,0,49,0,30,0,12.304651162790698,157.6764705882353,10.086486486486486,1016.1222222222223
04-09,0,0,0,0,4,0,2,0,0,0,6,0,0,1,10,0,0,4,0,0,2,0,17,0,4,0,13.188888888888888,211.45454545454547,10.428205128205128,1015.1052631578947
04-10,0,0,0,0,10,0,1,0,0,0,2,2,0,6,29,0,0,2,0,0,4,0,62,0,11,0,12.815555555555557,217.6764705882353,10.497435897435897,1014.6026315789474
04-11,0,0,0,0,6,0,1,0,0,0,19,5,0,11,130,0,0,1,0,0,9,0,56,0,48,0,12.65227272727273,208.625,9.860526315789473,1016.7894736842105
04-12,0,0,0,0,2,0,1,0,0,0,9,2,0,2,113,0,0,0,0,0,12,0,28,0,23,0,13.4,139.90322580645162,9.15,1016.9461538461538
04-13,0,0,0,0,3,0,1,0,0,0,2,1,0,8,34,0,0,1,0,0,14,0,41,0,47,0,13.644444444444444,202.78787878787878,9.384615384615385,1015.3307692307693
04-14,0,0,0,0,2,0,1,0,0,0,3,0,0,4,28,0,0,0,0,0,2,0,59,0,17,0,11.608888888888888,211.25806451612902,9.594736842105263,1016.5421052631579
04-15,3,0,0,0,2,0,2,0,0,0,8,5,2,12,97,0,0,0,0,0,32,0,68,0,6,0,12.086363636363636,216.17142857142858,10.392307692307693,1018.7666666666667
04-16,2,0,0,0,27,0,3,0,0,0,11,3,1,54,70,1,0,3,0,0,22,0,75,0,5,0,12.168888888888889,214.08823529411765,11.082051282051282,1018.6131578947369
04-17,1,0,0,0,34,0,1,0,0,0,14,4,2,45,84,1,0,4,0,0,40,0,37,0,10,0,11.313333333333334,174.88235294117646,9.245000000000001,1017.5775
04-18,2,0,0,0,6,0,1,0,0,0,13,4,3,29,67,1,0,7,0,0,21,0,65,0,13,0,12.422222222222222,172.1818181818182,8.407894736842104,1018.0555555555555
04-19,0,0,0,0,58,0,2,0,0,0,6,17,5,90,76,1,0,1,0,0,58,0,52,0,8,0,12.195555555555554,231.24242424242425,9.0,1017.5358974358975
04-20,1,0,0,0,56,0,0,0,0,0,6,28,3,52,53,1,0,0,0,0,54,0,26,0,6,0,10.767441860465116,215.54545454545453,10.035135135135135,1018.3542857142858
04-21,0,0,0,0,75,0,2,0,0,0,5,34,2,55,45,1,0,0,0,0,64,0,40,0,5,0,11.042222222222222,174.53125,8.692307692307692,1019.8153846153847
04-22,0,0,0,0,25,0,12,0,0,0,6,10,0,80,96,1,0,0,0,0,109,0,34,2,0,0,13.760000000000002,153.0909090909091,10.0925,1016.115
04-23,0,0,0,0,4,0,1,0,0,0,6,3,0,24,7,1,0,0,0,0,83,0,12,2,0,0,13.575555555555555,175.38235294117646,11.33,1015.9378378378377
04-24,0,0,0,0,2,0,0,0,0,0,5,5,0,19,34,1,0,0,0,0,36,0,18,1,0,0,13.970454545454546,195.21875,9.771052631578948,1014.7763157894736
04-25,0,0,0,0,1,0,0,0,0,0,5,6,0,25,42,2,0,0,0,0,72,0,5,1,0,0,15.257777777777779,197.0857142857143,9.902564102564103,1013.2102564102563
04-26,0,0,0,0,5,0,0,0,0,0,14,2,0,36,52,14,0,0,0,0,72,0,18,2,0,0,15.702222222222222,202.68571428571428,9.6,1013.7184210526317
04-27,0,0,0,0,2,0,1,0,0,0,2,2,0,27,34,6,0,0,0,0,52,0,1,1,0,0,15.122222222222222,217.45454545454547,9.14102564102564,1014.1947368421053
04-28,0,0,0,0,2,0,0,0,0,0,1,1,0,12,29,43,0,0,0,0,49,0,1,0,0,0,15.011363636363637,193.44117647058823,11.42051282051282,1014.6305555555555
04-29,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,4,0,0,0,0,1,15.118181818181819,201.74285714285713,11.339473684210526,1014.4820512820513
04-30,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,8,0,1,0,0,2,15.342222222222222,144.875,9.810526315789474,1013.6486486486486
05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,6,0,0,1,0,3,0,4,0,0,5,16.49318181818182,150.6060606060606,10.582051282051282,1012.5179487179487
05-02,0,0,0,0,2,0,0,0,0,0,4,0,0,10,40,71,0,0,8,0,10,0,2,1,0,35,17.286046511627905,144.69444444444446,11.42051282051282,1011.1567567567569
05-03,0,0,0,0,0,0,1,0,0,0,29,1,0,11,22,24,0,0,5,0,31,0,1,1,0,14,15.686046511627907,197.78125,11.18611111111111,1013.4088235294118
05-04,0,0,0,0,0,0,1,0,0,0,14,2,0,5,4,36,0,0,4,0,60,0,2,4,0,5,15.415555555555557,166.28125,8.484210526315788,1013.8948717948718
05-05,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,13,0,0,1,0,6,0,4,0,0,0,16.326666666666668,169.62857142857143,8.65,1012.6358974358975
05-06,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,2,0,3,0,1,0,0,2,14.393333333333334,233.6875,10.928947368421053,1014.8108108108108
05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,0,2,14.922222222222222,219.3125,11.061538461538461,1015.0055555555555
05-08,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,13,0,0,3,0,6,0,0,0,0,2,14.486666666666666,221.6060606060606,8.2575,1016.8125
05-09,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,30,0,0,10,0,7,0,0,0,0,1,15.44888888888889,161.8125,8.381578947368421,1015.571794871795
05-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,4,0,1,0,0,0,0,1,16.635555555555555,169.8684210526316,10.287804878048782,1014.4487179487179
05-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,14,0,0,12,0,1,0,0,0,0,2,18.764444444444443,165.63888888888889,9.3625,1013.6609756097561
05-12,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,31,0,0,19,0,0,0,0,0,0,10,18.65111111111111,150.16666666666666,11.197560975609756,1011.729268292683
05-13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,25,0,0,6,0,0,0,0,0,0,8,18.09777777777778,174.97142857142856,9.522499999999999,1011.7073170731708
05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.20888888888889,211.45454545454547,10.339473684210526,1012.0674999999999
05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,16.76,202.17142857142858,8.797560975609755,1013.2780487804879
05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.675,228.3939393939394,7.423076923076923,1016.155
05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16.14090909090909,210.54545454545453,6.975,1015.0049999999999
05-18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,30,0,0,18,0,2,0,0,0,0,7,16.622222222222224,200.6060606060606,8.959999999999999,1016.4925
05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,1,0,0,0,0,12,17.286666666666665,188.41176470588235,6.919512195121951,1015.629268292683
05-20,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,3,0,0,0,16.877777777777776,194.85294117647058,9.2775,1014.3552631578947
05-21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17.35909090909091,232.38235294117646,10.492307692307692,1015.5350000000001
05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.009090909090908,199.54545454545453,10.34871794871795,1016.2135135135136
05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.795454545454547,175.97142857142856,9.223076923076922,1015.8473684210526
05-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.555555555555557,195.33333333333334,8.57,1015.6439024390244
05-25,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,16,0,0,23,0,0,0,8,0,0,3,18.735555555555557,192.15625,10.55,1015.3205128205128
05-26,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,75,0,0,27,0,0,0,13,0,0,1,18.07777777777778,251.87878787878788,8.607692307692307,1019.0500000000001
05-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,10,0,0,0,0,1,0,20,18.92666666666667,163.59375,7.715384615384615,1017.8625
05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,0,0,1,0,5,18.370454545454546,223.52941176470588,9.069230769230769,1016.3307692307693
05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,11,0,0,1,0,0,0,7,18.25777777777778,205.94285714285715,9.1325,1015.2560975609756
05-30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,6,0,0,0,0,3,0,4,18.044444444444444,233.77142857142857,7.300000000000001,1015.9
05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,1,17.64090909090909,227.59375,7.560526315789474,1016.6184210526316
06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,18.435555555555556,249.36666666666667,7.056756756756758,1015.9358974358975
06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,1,0,1,0,45,18.854545454545455,235.1875,6.831578947368421,1015.865
06-03,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,8,0,0,1,0,0,0,60,19.193333333333335,226.625,6.671794871794871,1015.2853658536585
06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,42,20.646511627906975,203.96969696969697,8.089473684210526,1014.0410256410256
06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,77,21.304651162790698,147.6969696969697,8.163157894736841,1012.5684210526315
06-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1,0,5,0,0,0,0,0,0,4,21.226666666666667,149.29032258064515,7.654054054054054,1012.97
06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,22,0,0,0,0,1,0,100,21.895454545454545,129.97058823529412,8.675,1014.5526315789474
06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,32,0,0,0,0,2,0,121,21.72888888888889,194.71428571428572,9.942499999999999,1013.8243902439025
06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,64,0,0,1,0,6,0,145,21.24772727272727,182.25806451612902,8.026315789473685,1012.5641025641025
06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,2,0,3,0,16,21.135555555555555,190.33333333333334,6.776923076923077,1012.2682926829268
06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,1,0,3,0,5,20.71590909090909,197.78125,7.239473684210527,1012.9076923076924
06-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0,0,10,0,10,21.820454545454545,204.65625,7.307894736842105,1012.1842105263158
06-13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,2,0,17,0,0,0,0,56,0,9,22.079545454545453,222.31428571428572,9.0125,1010.9125
06-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,4,0,53,0,0,1,0,36,0,33,20.895555555555553,294.24242424242425,9.251282051282052,1012.3325000000001
06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,21,0,0,0,0,45,0,6,20.318181818181817,247.05555555555554,7.305,1013.4174999999999
06-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,0,21,0,0,1,0,49,0,6,21.993333333333336,189.47058823529412,7.497560975609756,1013.1853658536585
06-17,0,0,20,0,0,2,0,0,0,0,2,0,0,0,0,2,4,0,15,0,0,0,0,10,0,20,21.65111111111111,218.37142857142857,9.080487804878048,1013.985
06-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,8,0,13,21.013333333333335,212.84375,7.666666666666667,1015.2450000000001
06-19,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,8,0,0,0,0,6,0,8,22.030232558139534,174.83870967741936,7.24054054054054,1015.2538461538462
06-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0,7,0,6,23.033333333333335,169.125,7.5948717948717945,1014.2815789473683
06-21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,13,0,0,0,0,2,0,4,23.25,195.3125,7.57948717948718,1013.2717948717948
06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,23.11333333333333,211.12121212121212,8.105,1013.5146341463415
06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,22.686666666666667,236.12121212121212,9.335897435897436,1015.0975609756098
06-24,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,28,23.215555555555557,198.84848484848484,6.8375,1016.6274999999999
06-25,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,15,0,20,23.702222222222222,151.93939393939394,7.01,1016.2950000000001
06-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,20,0,0,0,0,1,0,22,23.65909090909091,206.2,8.625641025641025,1016.3774999999999
06-27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,22,0,0,0,0,4,0,14,23.824444444444442,192.76470588235293,8.2975,1015.0024390243902
06-28,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,16,0,24,0,0,0,0,10,0,45,23.58666666666667,195.61111111111111,9.049999999999999,1013.5536585365853
06-29,0,0,12,0,0,2,0,0,1,0,0,0,0,0,0,0,20,0,26,0,0,0,0,8,0,72,24.41395348837209,180.15151515151516,9.642105263157895,1012.0899999999999
06-30,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,88,0,0,0,0,0,0,80,25.20232558139535,200.87878787878788,8.697435897435897,1012.6615384615385
07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,44,24.604545454545452,188.56666666666666,6.986486486486487,1013.5342105263159
07-02,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,16,24.15,247.8235294117647,8.525,1014.0666666666666
